LAST NAME;FIRST NAME;MIDDLE NAME;ENDING TO LAST NAME;BRANCH OF SERVICE;OFFICER OR ENLISTED INDIVIDUAL;ABBREVIATION OF RANK;CODE FOR GRADE AND PAY;CODES FOR OFFICERS AND ENLISTED PERSONNEL;INDICATES MEMBERSHIP IN A SPECIFIC CORPS;UNIT / COMMAND IDENTIFICATION CODE;RECOMMENDED AWARD;DUTY ASSIGNMENT;TYPE OF ACTION COMMENDED BY THE ORIGINATOR;NUMBER OF TIMES THIS AWARD HAS BEEN GIVEN;START OF AWARD MERIT PERIOD;END OF AWARD MERIT PERIOD;NUMBER OF MONTHS IN MERIT AWARD PERIOD;INDICATOR FOR DISPLAYING MERIT_START_DATE AND MERIT_END_DATE ON REPORTS;GEOGRAPHIC AREA IN WHICH THE AWARD WAS EARNED;DATE AWARD RECOMMENDED;NAME OF AWARD ENDORSED BY CHIEF OF NAVAL OPERATIONS OR COMMANDANT OF THE MARINE CORPS;DATE ENDORSER SIGNS CASE;NAME OF APPROVED AWARD;AWARDING AUTHORITY CODE;DATE AWARD APPROVED;PARTICIPATING COMMANDS IDENTIFICATION;MULITIPLE RECORD IDENTIFICATION;DATE FROM COMMANDANT OF THE MARINE CORPS;MONTH, DAY, AND YEAR RECORD WAS ENTERED;TIME RECORD WAS ENTERED;MONTH, DAY, AND YEAR RECORD WAS MODIFIED;TIME RECORD WAS MODIFIED
BURKE;ARLEIGH;A;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;2;03/01/1944;10/01/1944;8;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/07/1944;538270;;;07/15/1988;163700;09/27/1992;204200
JOHNSON;ROY;LEE;;NAVY;OFFICER;;Colonel;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;03/01/1944;05/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/18/1944;539485;;;07/15/1988;163800;09/27/1992;213500
JOHNSON;ROY;LEE;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;HEROIC;1;03/01/1944;07/01/1944;5;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;08/20/1944;539486;;;07/15/1988;163800;09/27/1992;213500
HAYWARD;JOHN;T;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;LEGION OF MERIT;;MERITORIOUS;1;03/01/1944;06/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;07/31/1944;539693;;;07/15/1988;163800;09/27/1992;215100
BUIE;PAUL;D;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;03/01/1944;04/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/08/1944;541011;;;07/15/1988;163800;09/27/1992;223200
MARTIN;WILLIAM;I;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;1829;DISTINGUISHED FLYING CROSS;;MERITORIOUS;2;03/01/1944;03/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/02/1944;541263;;;07/15/1988;163800;09/27/1992;224600
BAGBY;OLIVER;WALT;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;03/01/1944;05/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/25/1944;542819;;;07/15/1988;163900;09/27/1992;235200
JACKSON;HENRY;S;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;03/01/1944;04/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/21/1944;542869;;;07/15/1988;163900;09/27/1992;235600
MCCRORY;WOODROW;W;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;03/01/1944;05/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/09/1944;542956;;;07/15/1988;163900;09/28/1992;100
RUHE;WILLIAM;J;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;SILVER STAR MEDAL;;HEROIC;2;03/01/1944;05/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;11/20/1944;543641;;;07/15/1988;163900;09/28/1992;3200
BUDDING;WILLIAM;A;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;SILVER STAR MEDAL;;HEROIC;1;03/01/1944;04/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/11/1944;551584;;;07/15/1988;164100;09/28/1992;40200
STEVENS;WILLIAM;R;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;03/25/1944;03/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/21/1944;542388;;;07/15/1988;163900;09/27/1992;233800
WEYMOUTH;RALPH;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;4;04/01/1944;04/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;OTHER;06/03/1944;226344;;;07/15/1988;151800;09/13/1988;94200
HUDSPETH;WILLIAM;LOUIE;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5255;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;04/01/1944;04/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/02/1944;372449;;;07/15/1988;154300;09/13/1988;101000
SIPLE;WILLIAM;LYN;;NAVY;OFFICER;;Colonel;1120;;5249;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;04/01/1944;06/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;12/31/1944;391935;;;07/15/1988;160900;09/13/1988;101400
INGERSOLL;STUART;;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;2;04/01/1944;06/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;08/03/1944;538181;;;07/15/1988;163700;10/15/1992;41900
CALDWELL;HENRY;HO;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;1822;LEGION OF MERIT;;MERITORIOUS;1;04/01/1944;05/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;SECNAV;07/22/1944;539074;;;07/15/1988;163800;09/27/1992;211100
BUIE;PAUL;D;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;04/01/1944;04/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/03/1944;541018;;;07/15/1988;163800;09/27/1992;223300
WHITAKER;REUBEN;T;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;SILVER STAR MEDAL;;HEROIC;2;04/01/1944;05/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;07/31/1944;541177;;;07/15/1988;163800;09/27/1992;224000
LYNCH;RICHARD;B;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;04/01/1944;04/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/23/1944;541471;;;07/15/1988;163800;09/27/1992;225300
WALKER;FRANCIS;D;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;NAVY CROSS;;HEROIC;1;04/01/1944;04/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;07/31/1944;541620;;;07/15/1988;163800;09/27/1992;230500
JOHNSTON;MEANS;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;1110;;5249;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;04/09/1944;04/09/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');COMSEVENTHFLT - COMMANDER SEVENTH FLEET;08/18/1944;336962;;;07/15/1988;153700;09/13/1988;100200
CONNOLLY;THOMAS;F;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;2;04/17/1944;04/17/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/19/1944;551631;;;07/15/1988;164100;09/28/1992;40600
COLWELL;JOHN;BARR;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;HEROIC;1;04/19/1944;04/19/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;04/19/1944;540485;;;07/15/1988;163800;09/27/1992;220500
SMITH;ROGER;A;;NAVY;ENLISTED;;Chief Boatswain's Mate OR Chief Damage Controlman OR Chief Fire Control Techician OR Chief Gunner's Mate OR Chief Missile Technician OR Chief Radarman OR Chief Yeoman OR Gunnery Sergeant OR Sergeant First Class;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;2;04/28/1944;04/28/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/12/1944;551448;;;07/15/1988;164100;09/28/1992;35100
LAROCQUE;GENE;R;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;04/29/1944;04/29/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/09/1944;287659;;;07/15/1988;152900;09/13/1988;95300
OUTLAW;EDWARD;C;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;04/29/1944;04/29/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/02/1944;541611;;;07/15/1988;163800;09/27/1992;230500
FEIGHTNER;EDWARD;;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;04/30/1944;04/30/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/02/1944;245806;;;07/15/1988;152200;09/13/1988;94600
MATTER;ALFRED;R;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;04/30/1944;04/30/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/18/1944;426988;;;07/15/1988;161500;09/13/1988;102000
KOSSLER;HERMAN;J;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;05/01/1944;08/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/17/1944;176079;;;07/15/1988;151000;09/13/1988;93300
CALVERT;JAMES;F;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;2990;BRONZE STAR MEDAL;;HEROIC;1;05/01/1944;06/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/13/1944;238322;;;07/15/1988;152100;09/13/1988;94400
CLAREY;BERNARD;A;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;05/01/1944;07/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/25/1944;396325;;;07/15/1988;161000;09/13/1988;101500
WARDER;FREDERICK;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;05/01/1944;06/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;05/14/1944;538545;;;07/15/1988;163700;10/15/1992;44200
FENNO;FRANK;W;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;05/01/1944;06/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/25/1944;538566;;;07/15/1988;163700;09/27/1992;205500
SHARP;ULYSSES;S;G;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;2;05/01/1944;08/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/26/1944;539184;;;07/15/1988;163800;09/27/1992;211700
ELLER;DONALD;TEMP;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;05/01/1944;08/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/26/1944;539496;;;07/15/1988;163800;09/27/1992;213600
DAVIS;JAMES;W;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;1172;NAVY CROSS;;HEROIC;1;05/01/1944;06/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;09/21/1944;539658;;;07/15/1988;163800;09/27/1992;214600
STAHL;PAUL;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;05/01/1944;10/01/1944;6;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;OTHER;11/30/1944;540966;;;07/15/1988;163800;09/27/1992;223000
GIMBER;STEPHEN;H;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;05/01/1944;06/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/25/1944;541715;;;07/15/1988;163800;09/27/1992;231100
BOBCZYNSKI;SIGMUN;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;1182;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;2;05/01/1944;07/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/26/1944;543559;;;07/15/1988;163900;10/15/1992;110200
WEBB;CHARLES;DOTY;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;05/01/1944;09/01/1944;5;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;OTHER;12/15/1944;550907;;;07/15/1988;164100;09/28/1992;31400
LEIDHOLDT;EDWIN;M;;NAVY;ENLISTED;;Chief Boatswain's Mate OR Chief Damage Controlman OR Chief Fire Control Techician OR Chief Gunner's Mate OR Chief Missile Technician OR Chief Radarman OR Chief Yeoman OR Gunnery Sergeant OR Sergeant First Class;;;5249;BRONZE STAR MEDAL;;HEROIC;1;05/01/1944;07/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;08/19/1944;554268;;;07/15/1988;164200;09/28/1992;62200
HAWKINS;ARTHUR;RA;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;2430;;5259;DISTINGUISHED FLYING CROSS;;MERITORIOUS;1;05/14/1944;05/14/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;06/22/1944;375249;;;07/15/1988;154400;09/13/1988;101100
HOUSE;WILLIAM;HIR;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;05/19/1944;05/19/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/16/1944;544351;;;07/15/1988;163900;09/28/1992;5200
AURAND;EVAN;P;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;HEROIC;1;06/01/1944;06/01/1944;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;08/03/1944;141504;;;07/15/1988;150300;09/13/1988;92700
AURAND;EVAN;P;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;2;06/01/1944;06/01/1944;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;08/03/1944;141507;;;07/15/1988;150300;09/13/1988;92700
CALVERT;JAMES;F;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;2990;SILVER STAR MEDAL;;HEROIC;1;06/01/1944;06/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;07/03/1944;238331;;;07/15/1988;152100;09/13/1988;94400
REICH;ELI;THOMAS;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;06/01/1944;07/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/26/1944;402292;;;07/15/1988;161100;09/13/1988;101600
LEE;JOHN;M;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;06/01/1944;06/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/03/1944;446021;;;07/15/1988;161800;09/13/1988;102300
BARDSHAR;FREDERIC;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;06/01/1944;06/01/1944;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/13/1944;452403;;;07/15/1988;162000;09/13/1988;102500
BROOKES;CHARLES;S;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;06/01/1944;06/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/08/1944;461494;;;07/15/1988;162100;09/13/1988;102600
WARD;NORVELL;G;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;HEROIC;1;06/01/1944;07/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/09/1944;488844;;;07/15/1988;162600;09/13/1988;103100
RAMAGE;JAMES;DAVI;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;NAVY CROSS;;MERITORIOUS;1;06/01/1944;06/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/13/1944;511156;;;07/15/1988;163100;09/13/1988;103500
STYER;CHARLES;WIL;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;06/01/1944;08/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/17/1944;514241;;;07/15/1988;163200;09/13/1988;103600
